strategy,phase,date,cash_jpy,market_value_jpy,equity_jpy,capital_utilization,open_positions
S1_V2_FOUNDATION,all,2022-10-27,1484.0095520019531,308800.0,310284.00955200195,0.9952172541725737,1
S1_V2_FOUNDATION,all,2022-10-28,1484.0095520019531,307700.0,309184.00955200195,0.9952002383494792,1
S1_V2_FOUNDATION,all,2022-10-31,1484.0095520019531,314000.0,315484.00955200195,0.9952960863084335,1
S1_V2_FOUNDATION,all,2022-11-01,1484.0095520019531,312400.0,313884.00955200195,0.9952721084641424,1
S1_V2_FOUNDATION,all,2022-11-02,1484.0095520019531,309900.0,311384.00955200195,0.995234149774945,1
S1_V2_FOUNDATION,all,2022-11-04,1484.0095520019531,299050.0,300534.00955200195,0.9950620911283414,1
S1_V2_FOUNDATION,all,2022-11-07,1484.0095520019531,306300.0,307784.00955200195,0.995178405940705,1
S1_V2_FOUNDATION,all,2022-11-08,1484.0095520019531,310900.0,312384.00955200195,0.9952494061583683,1
S1_V2_FOUNDATION,all,2022-11-09,1484.0095520019531,301800.0,303284.00955200195,0.9951068651651168,1
S1_V2_FOUNDATION,all,2022-11-10,1484.0095520019531,297550.0,299034.00955200195,0.9950373218276235,1
S1_V2_FOUNDATION,all,2022-11-11,1484.0095520019531,309300.0,310784.00955200195,0.9952249488185021,1
S1_V2_FOUNDATION,all,2022-11-14,287084.00955200195,0.0,287084.00955200195,0.0,0
S1_V2_FOUNDATION,all,2022-11-15,287084.00955200195,0.0,287084.00955200195,0.0,0
S1_V2_FOUNDATION,all,2022-11-16,287084.00955200195,0.0,287084.00955200195,0.0,0
S1_V2_FOUNDATION,all,2022-11-17,195434.00955200195,92916.66870117188,288350.6782531738,0.32223495801730145,1
S1_V2_FOUNDATION,all,2022-11-18,195434.00955200195,92666.66870117188,288100.6782531738,0.3216468259048641,1
S1_V2_FOUNDATION,all,2022-11-21,195434.00955200195,92916.66870117188,288350.6782531738,0.32223495801730145,1
S1_V2_FOUNDATION,all,2022-11-22,195434.00955200195,94700.0,290134.00955200195,0.32640089366367964,1
S1_V2_FOUNDATION,all,2022-11-24,179754.00924682617,110477.99987792969,290232.00912475586,0.38065408502354703,2
S1_V2_FOUNDATION,all,2022-11-25,195274.00924682617,95116.66870117188,290390.67794799805,0.3275472524576184,1
S1_V2_FOUNDATION,all,2022-11-28,195274.00924682617,94983.33129882812,290257.3405456543,0.3272383434653853,1
S1_V2_FOUNDATION,all,2022-11-29,195274.00924682617,94466.66870117188,289740.67794799805,0.32603868179712936,1
S1_V2_FOUNDATION,all,2022-11-30,195274.00924682617,94100.0,289374.0092468262,0.3251846986704874,1
S1_V2_FOUNDATION,all,2022-12-01,195274.00924682617,93450.0,288724.0092468262,0.3236654971776555,1
S1_V2_FOUNDATION,all,2022-12-02,195274.00924682617,92966.66870117188,288240.67794799805,0.32253139759109273,1
S1_V2_FOUNDATION,all,2022-12-05,195274.00924682617,93033.33129882812,288307.3405456543,0.3226880422910912,1
S1_V2_FOUNDATION,all,2022-12-06,195274.00924682617,92850.0,288124.0092468262,0.3222570734133389,1
